,Name,Solvent,N Parameter,sN Parameter,E parameter,Classification,reference
1175,tetraethylstannane (in MeCN),MeCN,-2.40,1.10,0,1,DOI: 10.1002/chem.201202839
1176,tetrahydroborate ion (in water),water,12.10,0.79,0,1,DOI: 10.1002/chem.201202839
1177,tetrahydrofuran (in dichloromethane),dichloromethane,-3.50,0.80,0,1,DOI: 10.1002/chem.201202839
1178,tetrahydrothiophene (in CH2Cl2),dichloromethane,13.10,0.72,0,1,DOI: 10.1002/chem.202100977
1179,tetrahydrothiophene (in MeCN),MeCN,13.30,0.72,0,1,DOI: 10.1002/chem.202100977
1180,tetrahydrothiopyran (in CH2Cl2),dichloromethane,11.94,0.75,0,2,DOI: 10.1002/chem.202100977
1181,tetraisobutylstannane,dichloromethane,1.35,1.10,0,1,DOI: 10.1002/chem.201202839
1182,tetrakis(5-methyl-furan-2-yl)borate,MeCN,9.09,1.12,0,3,DOI: 10.1039/c2sc00883a
1183,tetramethylethylene,dichloromethane,-1.00,1.40,0,3,DOI: 10.1021/ar020094c
1184,"tetrapropylstannane (in 1,2-DCE)","1,2-dichloroethane",-0.50,1.13,0,1,DOI: 10.1002/chem.201202839
1185,theophylline anion (in DMSO),DMSO,14.78,0.71,0,3,DOI: 10.1002/chem.201102411
1186,theophylline anion (in water),water,10.06,0.71,0,3,DOI: 10.1002/chem.201102411
1187,thioacetate (in MeCN),MeCN,21.20,0.63,0,3,DOI: 10.1039/c1ob06245j
1188,thiocyanate (in MeCN),MeCN,17.94,0.60,0,3,DOI: 10.1021/ja037317u
1189,thiocyanate (in MeCN),MeCN,12.13,0.60,0,1,DOI: 10.1021/ja037317u
1190,thiophene,dichloromethane,-1.01,1.10,0,1,DOI: 10.1021/ar020094c
1191,thiophenolate (in DMSO),DMSO,23.36,0.74,0,3,DOI: 10.1021/acs.joc.1c00025
1192,"threonine (anionic, in water)",water,12.69,0.60,0,3,DOI: 10.1039/b713778h
1193,"THTP (3,5,6,7-tetrahydro-2H-thiazolo[3,2-a]pyrimidine)",dichloromethane,14.45,0.78,0,3,DOI: 10.1021/jo200803x
1194,thymine anion (in DMSO),DMSO,17.63,0.62,0,3,DOI: 10.1002/chem.201102411
1195,thymine anion (in water),water,11.17,0.51,0,3,DOI: 10.1002/chem.201102411
1196,toluene,dichloromethane,-4.36,1.77,0,5,DOI: 10.1021/ja306522b
1197,trans-HMo(CO)2(PCy3)Cp,dichloromethane,6.50,0.80,0,1,DOI: 10.1002/chem.201202839
1198,trans-HMo(CO)2(PMe3)Cp,dichloromethane,7.80,0.80,0,1,DOI: 10.1002/chem.201202839
1199,trans-HMo(CO)2(PPh3)Cp,dichloromethane,6.60,0.80,0,1,DOI: 10.1002/chem.201202839
1200,tri-n-butylphosphane,dichloromethane,15.49,0.69,0,3,DOI: 10.1002/chem.200400696
1201,tri-p-tolylmethane,dichloromethane,-3.62,0.80,0,1,DOI: 10.1002/chem.201202839
1202,tri-p-tolylmethane (in MeCN),MeCN,-8.80,0.82,0,1,DOI: 10.1002/chem.201202839
1203,tributyl phosphite,dichloromethane,10.36,0.70,0,3,DOI: 10.1002/chem.200400696
1204,tributylgermane,dichloromethane,5.92,0.73,0,3,DOI: 10.1021/ja010890y
1205,tributylsilane,dichloromethane,3.99,0.73,0,3,DOI: 10.1002/chem.201202839
1206,tributylstannane,dichloromethane,9.96,0.55,0,3,DOI: 10.1021/ja010890y
1207,tricyclohexylphosphane,dichloromethane,14.64,0.68,0,3,DOI: 10.1002/chem.200400696
1208,triethoxysilane,dichloromethane,-1.80,0.75,0,1,DOI: 10.1002/chem.201202839
1209,triethylamine (in CH2Cl2),dichloromethane,17.30,0.52,0,1,DOI: 10.1002/poc.1707
1210,triethylamine (in MeCN),MeCN,17.10,0.52,0,1,DOI: 10.1002/poc.1707
1211,triethylgermane,dichloromethane,4.00,0.75,0,1,DOI: 10.1002/chem.201202839
1212,triethylsilane,dichloromethane,3.58,0.70,0,3,DOI: 10.1021/ja306522b
1213,trifluoroacetamide anion (in DMSO),DMSO,15.81,0.64,0,3,DOI: 10.1021/jo1009883
1214,trifluoroethanol,TFE,1.11,0.96,0,3,DOI: 10.1021/ja306522b
1215,trihexylsilane,dichloromethane,3.89,0.73,0,1,DOI: 10.1002/chem.201202839
1216,triisopropylphosphane,dichloromethane,13.37,0.70,0,1,DOI: 10.1002/chem.200400696
1217,triisopropylsilane,dichloromethane,2.93,0.73,0,1,DOI: 10.1002/chem.201202839
1218,trimethyl phosphite (in 91M9AN),MeOH-MeCN mix,9.04,0.70,0,3,DOI: 10.1002/anie.200600542
1219,trimethyl(3-(trimethylgermyl)propyl)silane (in MeCN),MeCN,-4.80,1.10,0,1,DOI: 10.1002/chem.201202839
1220,trimethyl(3-(trimethylplumbyl)propyl)germane (in MeCN),MeCN,-1.00,1.10,0,1,DOI: 10.1002/chem.201202839
1221,trimethyl(3-(trimethylplumbyl)propyl)silane (in MeCN),MeCN,-1.20,1.10,0,1,DOI: 10.1002/chem.201202839
1222,trimethyl(3-(trimethylstannyl)propyl)germane (in MeCN),MeCN,-2.40,1.10,0,1,DOI: 10.1002/chem.201202839
1223,trimethyl(3-(trimethylstannyl)propyl)silane (in MeCN),MeCN,-3.40,1.10,0,1,DOI: 10.1002/chem.201202839
1224,trimethyl(4-methylphenethyl)stannane,"1,2-dichloroethane",-0.50,1.10,0,1,DOI: 10.1002/chem.201202839
1225,trimethyl(phenethyl)silane,dichloromethane,-3.50,1.10,0,1,DOI: 10.1002/chem.201202839
1226,trimethyl(phenethyl)stannane,"1,2-dichloroethane",-1.10,1.10,0,1,DOI: 10.1002/chem.201202839
1227,trimethyl(prenyl)silane,dichloromethane,0.90,1.17,0,5,DOI: 10.1021/ja010890y
1228,trimethylamine (in MeCN),MeCN,23.05,0.45,0,3,DOI: 10.1021/jo301497g
1229,trimethylhydrazine (in MeCN),MeCN,12.43,0.75,0,3,DOI: 10.1002/anie.201107315
1230,trimethylhydrazine (in MeCN),MeCN,17.75,0.53,0,3,DOI: 10.1002/anie.201107315
1231,trimethylsilane,dichloromethane,3.15,0.73,0,1,DOI: 10.1002/chem.201202839
1232,triphenyl phosphite,dichloromethane,5.51,0.76,0,3,DOI: 10.1002/chem.200400696
1233,triphenylgermane,dichloromethane,3.99,0.62,0,3,DOI: 10.1021/ja010890y
1234,triphenylmethane,dichloromethane,-4.27,0.80,0,1,DOI: 10.1002/chem.201202839
1235,triphenylphosphane,dichloromethane,14.33,0.65,0,3,DOI: 10.1002/chem.200400696
1236,triphenylphosphine (in THF),THF,13.59,0.66,0,3,DOI: 10.1002/anie.201102435
1237,triphenylsilane,dichloromethane,2.65,0.72,0,3,DOI: 10.1002/chem.201202839
1238,triphenylstannane,dichloromethane,5.64,0.59,0,3,DOI: 10.1021/ja010890y
1239,tripropylsilane,dichloromethane,3.67,0.73,0,1,DOI: 10.1002/chem.201202839
1240,tris((butyldimethylsilyl)methyl)silane,dichloromethane,3.73,0.68,0,2,DOI: 10.1002/chem.201202839
1241,tris((dimethyl(phenyl)silyl)methyl)silane,dichloromethane,3.40,0.66,0,2,DOI: 10.1002/chem.201202839
1242,tris((trimethylsilyl)methyl)silane,dichloromethane,3.59,0.67,0,1,DOI: 10.1002/chem.201202839
1243,"tris(2,4-dimethylphenyl)phosphane",dichloromethane,14.88,0.41,0,1,DOI: 10.1002/chem.201701080
1244,"tris(2,6-dimethoxyphenyl)phosphane",dichloromethane,15.19,0.88,0,1,DOI: 10.1002/chem.201701080
1245,"tris(2,6-dimethoxyphenyl)phosphane (in MeCN)",MeCN,18.11,0.62,0,1,DOI: 10.1002/chem.201701080
1246,tris(2-methoxyphenyl)phosphane,dichloromethane,14.26,0.73,0,1,DOI: 10.1002/chem.201701080
1247,tris(2-methylphenyl)phosphane,dichloromethane,8.56,0.70,0,1,DOI: 10.1002/chem.201701080
1248,tris(4-(dimethylamino)phenyl)methane (in MeCN),MeCN,-3.30,0.82,0,1,DOI: 10.1002/chem.201202839
1249,tris(4-chlorophenyl)phosphane,dichloromethane,12.58,0.65,0,3,DOI: 10.1002/chem.200400696
1250,tris(4-dimethylaminophenyl)phosphane,dichloromethane,18.39,0.64,0,3,DOI: 10.1002/chem.200400696
1251,tris(4-methoxyphenyl)methane (in MeCN),MeCN,-5.18,0.82,0,1,DOI: 10.1002/chem.201202839
1252,tris(4-methoxyphenyl)phosphane,dichloromethane,16.17,0.62,0,3,DOI: 10.1002/chem.200400696
1253,tris(4-methylphenyl)phosphane,dichloromethane,15.44,0.64,0,3,DOI: 10.1002/chem.200400696
1254,uracil anion (in DMSO),DMSO,17.04,0.63,0,3,DOI: 10.1002/chem.201102411
1255,uracil anion (in water),water,10.75,0.53,0,3,DOI: 10.1002/chem.201102411
1256,"valine (anionic, in water)",water,13.65,0.57,0,3,DOI: 10.1039/b713778h
1257,water (in MeCN),MeCN,5.79,0.72,0,3,DOI: 10.1246/bcsj.20170360
1258,xanthene,dichloromethane,0.64,0.97,0,1,DOI: 10.1021/ja0121538
1259,Z-3-(trimethylsiloxy)pent-2-ene,dichloromethane,5.58,1.00,0,1,DOI: 10.1021/ar020094c
1260,"[H-B(2,4,6-F3C6H2)3]- [NEt4]+",MeCN,14.13,0.61,0,3,DOI: 10.1002/anie.201507298
1261,"[H-B(2,6-F2C6H3)3]- [NEt4]+",MeCN,13.97,0.66,0,3,DOI: 10.1002/anie.201507298
1262,[H-B(C6F5)3]- [NEt4]+,MeCN,10.04,0.73,0,3,DOI: 10.1002/anie.201507298
